,hh_key,hhincome_eq_percapita
24984,7-590613,low
24985,7-590614,low
24986,7-590625,high
24987,7-590630,medium
24988,7-591501,medium
24989,7-591504,low
24990,7-591509,low
24991,7-592501,low
24992,7-592513,medium
24993,7-593503,high
24994,7-593504,high
24995,7-596505,low
24996,7-596509,medium
24997,7-596510,low
24998,7-597504,low
24999,7-597510,medium
25000,7-597523,medium
25001,7-598501,low
25002,7-598521,high
25003,7-599505,high
25004,7-599516,medium
25005,7-60012,medium
25006,7-60028,medium
25007,7-600504,low
25008,7-600509,low
25009,7-600521,high
25010,7-600529,low
25011,7-60053,high
25012,7-60056,high
25013,7-601516,low
25014,7-601540,low
25015,7-602501,low
25016,7-602522,low
25017,7-602523,medium
25018,7-603512,medium
25019,7-603537,low
25020,7-604503,medium
25021,7-604509,low
25022,7-604528,medium
25023,7-604538,medium
25024,7-605503,high
25025,7-605509,low
25026,7-606530,high
25027,7-607502,low
25028,7-607510,low
25029,7-607515,medium
25030,7-607519,low
25031,7-607520,high
25032,7-607527,medium
25033,7-607545,low
25034,7-608505,low
25035,7-608509,medium
25036,7-608532,medium
25037,7-608536,high
25038,7-608546,low
25039,7-608550,medium
25040,7-609505,medium
25041,7-609509,high
25042,7-609529,low
25043,7-609549,high
25044,7-61008,high
25045,7-61023,high
25046,7-61025,high
25047,7-61031,high
25048,7-610508,low
25049,7-610519,low
25050,7-611502,high
25051,7-611504,medium
25052,7-6123,low
25053,7-612507,medium
25054,7-612524,low
25055,7-612532,low
25056,7-612543,high
25057,7-612545,low
25058,7-613503,high
25059,7-613507,low
25060,7-613509,low
25061,7-613514,low
25062,7-613542,low
25063,7-613550,medium
25064,7-614505,high
25065,7-614514,low
25066,7-614521,low
25067,7-614547,high
25068,7-6146,high
25069,7-6149,low
25070,7-6150,high
25071,7-615507,medium
25072,7-615513,low
25073,7-615526,high
25074,7-615532,high
25075,7-615533,medium
25076,7-615545,low
25077,7-616527,low
25078,7-616529,high
25079,7-616538,medium
25080,7-616541,high
25081,7-616542,low
25082,7-616553,high
25083,7-616556,medium
25084,7-617518,high
25085,7-617520,low
25086,7-617532,high
25087,7-617535,low
25088,7-617538,high
25089,7-6182,low
25090,7-618515,low
25091,7-618518,low
25092,7-618526,medium
25093,7-618527,high
25094,7-618530,high
25095,7-618532,high
25096,7-618550,low
25097,7-618554,low
25098,7-618556,low
25099,7-6193,high
25100,7-619502,high
25101,7-619508,high
25102,7-619527,high
25103,7-619528,high
25104,7-619537,medium
25105,7-619549,medium
25106,7-619557,high
25107,7-62002,medium
25108,7-62006,high
25109,7-62015,medium
25110,7-62029,low
25111,7-62041,medium
25112,7-6205,high
25113,7-620535,medium
25114,7-620537,low
25115,7-620544,low
25116,7-620556,medium
25117,7-620558,high
25118,7-62056,low
25119,7-620562,low
25120,7-62064,low
25121,7-6208,low
25122,7-6211,medium
25123,7-6212,medium
25124,7-621506,low
25125,7-621509,low
25126,7-621512,medium
25127,7-621529,low
25128,7-621541,high
25129,7-621563,low
25130,7-622509,high
25131,7-622515,low
25132,7-622517,medium
25133,7-622531,high
25134,7-622533,high
25135,7-622538,high
25136,7-622547,high
25137,7-622566,high
25138,7-623506,high
25139,7-623510,low
25140,7-623523,high
25141,7-623537,high
25142,7-623540,high
25143,7-623550,high
25144,7-623552,high
25145,7-623556,high
25146,7-623562,medium
25147,7-624505,low
25148,7-624508,high
25149,7-624509,low
25150,7-624535,high
25151,7-624537,low
25152,7-624539,high
25153,7-624543,medium
25154,7-624549,low
25155,7-624551,high
25156,7-624562,high
25157,7-624565,low
25158,7-624567,high
25159,7-625507,high
25160,7-625535,high
25161,7-625546,high
25162,7-625550,high
25163,7-626517,low
25164,7-626521,high
25165,7-626527,high
25166,7-626532,medium
25167,7-626541,high
25168,7-626543,medium
25169,7-626566,medium
25170,7-626578,medium
25171,7-627513,medium
25172,7-627527,medium
25173,7-627530,low
25174,7-627532,medium
25175,7-627558,low
25176,7-627565,high
25177,7-627574,high
25178,7-628511,medium
25179,7-628512,high
25180,7-628522,high
25181,7-628530,low
25182,7-628541,medium
25183,7-628566,low
25184,7-628573,medium
25185,7-628575,medium
25186,7-628587,high
25187,7-628592,high
25188,7-629501,high
25189,7-629504,medium
25190,7-629507,high
25191,7-629510,low
25192,7-629511,medium
25193,7-629517,high
25194,7-629524,medium
25195,7-629531,low
25196,7-629587,low
25197,7-629589,low
25198,7-63021,low
25199,7-630511,medium
25200,7-630514,medium
25201,7-630521,high
25202,7-63054,medium
25203,7-630551,high
25204,7-630557,high
25205,7-630582,medium
25206,7-63096,high
25207,7-63105,low
25208,7-63111,medium
25209,7-63116,low
25210,7-63121,low
25211,7-63143,low
25212,7-631506,medium
25213,7-631523,high
25214,7-631537,high
25215,7-631549,high
25216,7-631553,high
25217,7-631558,low
25218,7-632511,low
25219,7-632513,high
25220,7-632524,low
25221,7-632548,low
25222,7-632550,high
25223,7-632578,low
25224,7-633538,low
25225,7-633541,low
25226,7-633550,low
25227,7-633555,low
25228,7-633563,medium
25229,7-633564,high
25230,7-634509,high
25231,7-634512,medium
25232,7-634521,high
25233,7-634537,high
25234,7-634540,high
25235,7-634548,high
25236,7-634569,high
25237,7-634586,medium
25238,7-634589,low
25239,7-634590,medium
25240,7-635507,low
25241,7-635512,low
25242,7-635530,low
25243,7-635561,low
25244,7-635589,high
25245,7-635599,high
25246,7-636521,medium
25247,7-636525,low
25248,7-636527,high
25249,7-636562,high
25250,7-636580,low
25251,7-636582,medium
25252,7-636616,medium
25253,7-636621,high
25254,7-637515,high
25255,7-637520,medium
25256,7-637523,high
25257,7-637533,medium
25258,7-637537,medium
25259,7-637545,high
25260,7-637546,low
25261,7-637551,medium
25262,7-637560,low
25263,7-637564,high
25264,7-637576,low
25265,7-637592,high
25266,7-637605,low
25267,7-638517,high
25268,7-638529,high
25269,7-638534,high
25270,7-638541,low
25271,7-638545,high
25272,7-638547,high
25273,7-638577,low
25274,7-638591,medium
25275,7-639515,low
25276,7-639537,high
25277,7-639539,high
25278,7-639540,medium
25279,7-639560,medium
25280,7-639566,low
25281,7-639573,high
25282,7-639578,medium
25283,7-639584,low
25284,7-639593,high
25285,7-64022,low
25286,7-64025,low
25287,7-64034,low
25288,7-64035,high
25289,7-64050,medium
25290,7-640502,low
25291,7-640511,high
25292,7-640527,medium
25293,7-640540,low
25294,7-640595,medium
25295,7-64067,low
25296,7-64090,medium
25297,7-641508,high
25298,7-641518,high
25299,7-641523,medium
25300,7-641529,high
25301,7-641532,high
25302,7-641548,medium
25303,7-641563,high
25304,7-641577,high
25305,7-641579,low
25306,7-641596,high
25307,7-641608,high
25308,7-641610,medium
25309,7-642511,low
25310,7-642515,low
25311,7-642519,medium
25312,7-642523,low
25313,7-642543,low
25314,7-642560,high
25315,7-642569,high
25316,7-642583,high
25317,7-642608,high
25318,7-642610,medium
25319,7-642621,high
25320,7-642630,low
25321,7-642631,high
25322,7-643511,high
25323,7-643516,low
25324,7-643520,high
25325,7-643538,medium
25326,7-643555,high
25327,7-643557,low
25328,7-643568,high
25329,7-643584,low
25330,7-643638,low
25331,7-644521,low
25332,7-644525,medium
25333,7-644526,high
25334,7-644529,low
25335,7-644531,medium
25336,7-644532,high
25337,7-644535,low
25338,7-644537,high
25339,7-645524,high
25340,7-645536,high
25341,7-645543,high
25342,7-645557,high
25343,7-645574,high
25344,7-645581,low
25345,7-645592,high
25346,7-645594,high
25347,7-645607,high
25348,7-645611,high
25349,7-645632,medium
25350,7-646511,low
25351,7-646513,low
25352,7-647515,low
25353,7-647519,high
25354,7-647521,low
25355,7-648502,medium
25356,7-648530,high
25357,7-649507,low
25358,7-649509,high
25359,7-649515,high
25360,7-649532,medium
25361,7-65013,high
25362,7-65028,high
25363,7-650504,low
25364,7-650513,medium
25365,7-650518,medium
25366,7-650521,medium
25367,7-650529,high
25368,7-65058,medium
25369,7-65059,high
25370,7-65061,high
25371,7-65062,medium
25372,7-65063,low
25373,7-651506,medium
25374,7-651509,low
25375,7-651518,low
25376,7-651544,medium
25377,7-651550,low
25378,7-652510,medium
25379,7-652520,high
25380,7-652531,high
25381,7-652539,low
25382,7-652540,low
25383,7-653513,high
25384,7-653518,high
25385,7-653520,low
25386,7-653531,high
25387,7-653537,low
25388,7-653539,medium
25389,7-653542,medium
25390,7-654525,low
25391,7-654527,high
25392,7-654541,medium
25393,7-654551,low
25394,7-654565,high
25395,7-655517,low
25396,7-655527,medium
25397,7-655544,high
25398,7-655551,low
25399,7-656501,medium
25400,7-656504,low
25401,7-656508,low
25402,7-656526,high
25403,7-656528,high
25404,7-656535,high
25405,7-656571,medium
25406,7-657514,high
25407,7-657531,low
25408,7-657538,low
25409,7-657539,low
25410,7-657556,medium
25411,7-657570,high
25412,7-658531,low
25413,7-658551,low
25414,7-658558,low
25415,7-659507,low
25416,7-659516,medium
25417,7-659522,high
25418,7-659528,low
25419,7-659533,high
25420,7-659542,low
25421,7-659550,low
25422,7-659556,high
25423,7-66022,medium
25424,7-66031,high
25425,7-660508,medium
25426,7-660531,low
25427,7-660533,medium
25428,7-660538,medium
25429,7-660553,high
25430,7-660561,high
25431,7-66061,low
25432,7-66083,low
25433,7-661505,medium
25434,7-661507,medium
25435,7-661529,low
25436,7-661532,medium
25437,7-661535,medium
25438,7-661595,high
25439,7-661598,high
25440,7-662513,low
25441,7-662556,medium
25442,7-662561,high
25443,7-662573,medium
25444,7-662606,high
25445,7-662642,high
25446,7-662656,medium
25447,7-662658,high
25448,7-662665,high
25449,7-663503,low
25450,7-663507,low
25451,7-663511,low
25452,7-663532,low
25453,7-664501,medium
25454,7-664533,low
25455,7-664534,low
25456,7-665511,low
25457,7-665519,high
25458,7-665529,low
25459,7-665553,high
25460,7-666502,low
25461,7-666503,low
25462,7-666515,low
25463,7-666521,low
25464,7-666525,low
25465,7-666538,low
25466,7-666548,low
25467,7-667505,medium
25468,7-667526,low
25469,7-667529,medium
25470,7-667532,high
25471,7-668507,low
25472,7-668513,low
25473,7-668532,high
25474,7-668536,high
25475,7-668557,medium
25476,7-668559,low
25477,7-669551,high
25478,7-669559,low
25479,7-669592,low
25480,7-669598,low
25481,7-669639,high
25482,7-669646,high
25483,7-67003,high
25484,7-67010,medium
25485,7-67014,medium
25486,7-67021,high
25487,7-67023,low
25488,7-67025,high
25489,7-67036,low
25490,7-67037,medium
25491,7-670510,low
25492,7-670520,medium
25493,7-67056,medium
25494,7-670567,medium
25495,7-670569,low
25496,7-670576,high
25497,7-670581,medium
25498,7-67066,high
25499,7-671511,high
25500,7-671521,medium
25501,7-671542,high
25502,7-671546,low
25503,7-671549,medium
25504,7-671577,high
25505,7-672506,high
25506,7-672520,low
25507,7-672528,high
25508,7-672542,low
25509,7-672543,medium
25510,7-672550,low
25511,7-672576,high
25512,7-673512,low
25513,7-673521,high
25514,7-673523,low
25515,7-673528,high
25516,7-673539,low
25517,7-673550,low
25518,7-673558,medium
25519,7-673575,low
25520,7-674505,low
25521,7-674510,high
25522,7-674561,low
25523,7-674576,medium
25524,7-675509,low
25525,7-675524,high
25526,7-675543,medium
25527,7-675552,medium
25528,7-675563,medium
25529,7-675572,high
25530,7-675578,low
25531,7-675589,high
25532,7-677525,low
25533,7-677527,medium
25534,7-677535,high
25535,7-677539,low
25536,7-678506,high
25537,7-678531,low
25538,7-678532,low
25539,7-678565,medium
25540,7-678569,high
25541,7-678571,low
25542,7-678572,high
25543,7-679511,medium
25544,7-679522,low
25545,7-679545,low
25546,7-679585,low
25547,7-679586,low
25548,7-68046,low
25549,7-680501,low
25550,7-680505,high
25551,7-68112,high
25552,7-68122,low
25553,7-68124,medium
25554,7-68125,medium
25555,7-68138,high
25556,7-68139,low
25557,7-68142,low
25558,7-68143,high
25559,7-68145,high
25560,7-68146,low
25561,7-68147,medium
25562,7-681503,medium
25563,7-681509,high
25564,7-681512,high
25565,7-681518,medium
25566,7-682524,low
25567,7-682578,high
25568,7-682584,high
25569,7-683540,low
25570,7-683544,low
25571,7-684504,medium
25572,7-684516,low
25573,7-684528,medium
25574,7-684532,low
25575,7-684535,medium
25576,7-684536,high
25577,7-685513,high
25578,7-685514,medium
25579,7-685516,high
25580,7-685518,high
25581,7-685520,low
25582,7-686506,low
25583,7-686507,medium
25584,7-686514,low
25585,7-686518,high
25586,7-686524,medium
25587,7-686541,low
25588,7-686548,low
25589,7-687506,medium
25590,7-687517,high
25591,7-687529,high
25592,7-687538,high
25593,7-687546,low
25594,7-688507,low
25595,7-688534,high
25596,7-688550,medium
25597,7-688552,medium
25598,7-688555,low
25599,7-689514,high
25600,7-69049,medium
25601,7-690503,high
25602,7-69054,medium
25603,7-690557,low
25604,7-690568,low
25605,7-69057,high
25606,7-691502,high
25607,7-691512,low
25608,7-691536,low
25609,7-692517,low
25610,7-692523,low
25611,7-692524,medium
25612,7-692530,high
25613,7-693504,medium
25614,7-693505,low
25615,7-693522,low
25616,7-693540,medium
25617,7-693542,high
25618,7-693544,high
25619,7-693548,medium
25620,7-693554,medium
25621,7-693557,high
25622,7-694501,low
25623,7-694504,high
25624,7-694506,high
25625,7-694510,low
25626,7-695503,medium
25627,7-695504,low
25628,7-695516,low
25629,7-696503,low
25630,7-696505,low
25631,7-696507,low
25632,7-696515,high
25633,7-696517,low
25634,7-696518,medium
25635,7-697501,low
25636,7-697502,high
25637,7-697508,high
25638,7-698517,high
25639,7-698520,low
25640,7-698521,medium
25641,7-698531,low
25642,7-698539,medium
25643,7-698550,high
25644,7-699502,low
25645,7-699507,high
25646,7-699532,low
25647,7-699553,medium
25648,7-699570,low
25649,7-699573,medium
25650,7-699587,medium
25651,7-700504,medium
25652,7-700509,low
25653,7-700511,high
25654,7-701501,low
25655,7-701502,low
25656,7-701520,low
25657,7-701531,low
25658,7-702515,medium
25659,7-702518,high
25660,7-702520,medium
25661,7-702540,low
25662,7-703505,low
25663,7-703508,medium
25664,7-703528,medium
25665,7-703535,high
25666,7-703537,high
25667,7-703554,high
25668,7-703565,high
25669,7-703566,high
25670,7-703567,low
25671,7-703570,medium
25672,7-704502,medium
25673,7-704506,medium
25674,7-704511,medium
25675,7-704514,low
25676,7-704529,low
25677,7-705507,high
25678,7-705514,low
25679,7-705520,high
25680,7-706558,medium
25681,7-706565,medium
25682,7-706568,medium
25683,7-706593,medium
25684,7-706595,low
25685,7-706605,medium
25686,7-706614,low
25687,7-707508,medium
25688,7-707513,high
25689,7-707517,low
25690,7-709522,low
25691,7-709538,medium
25692,7-709539,high
25693,7-71002,high
25694,7-71006,high
25695,7-71022,high
25696,7-71025,medium
25697,7-71029,medium
25698,7-71038,medium
25699,7-71043,medium
25700,7-710508,medium
25701,7-710522,high
25702,7-71066,high
25703,7-71075,high
25704,7-71076,high
25705,7-71082,high
25706,7-71085,medium
25707,7-71095,medium
25708,7-71100,high
25709,7-711515,medium
25710,7-711518,low
25711,7-711525,medium
25712,7-711558,low
25713,7-711589,high
25714,7-712513,medium
25715,7-712542,low
25716,7-712573,low
25717,7-712580,medium
25718,7-712586,high
25719,7-712588,low
25720,7-712600,low
25721,7-712604,low
25722,7-712610,low
25723,7-712618,low
25724,7-712623,high
25725,7-712639,high
25726,7-712642,low
25727,7-713512,medium
25728,7-714506,high
25729,7-714507,low
25730,7-714509,high
25731,7-714510,low
25732,7-715502,low
25733,7-715504,medium
25734,7-715513,high
25735,7-715514,low
25736,7-716506,low
25737,7-716511,medium
25738,7-716526,low
25739,7-717505,medium
25740,7-717518,high
25741,7-717523,high
25742,7-718503,high
25743,7-718513,high
25744,7-718523,medium
25745,7-720538,low
25746,7-721510,medium
25747,7-721524,low
25748,7-721529,high
25749,7-721537,medium
25750,7-722501,high
25751,7-722507,low
25752,7-722508,high
25753,7-722513,low
25754,7-722523,medium
25755,7-723503,medium
25756,7-723508,low
25757,7-723512,low
25758,7-723532,medium
25759,7-723536,medium
25760,7-724504,medium
25761,7-724506,low
25762,7-724509,high
25763,7-724524,medium
25764,7-724525,high
25765,7-724536,medium
25766,7-725515,high
25767,7-725524,low
25768,7-725526,low
25769,7-725532,medium
25770,7-725539,low
25771,7-726514,low
25772,7-726537,low
25773,7-727504,high
25774,7-727505,low
25775,7-727511,medium
25776,7-728519,low
25777,7-728529,high
25778,7-728538,low
25779,7-728540,low
25780,7-728541,medium
25781,7-728544,high
25782,7-729503,medium
25783,7-729504,low
25784,7-729507,high
25785,7-729514,medium
25786,7-729523,low
25787,7-729530,medium
25788,7-729537,low
25789,7-73021,low
25790,7-73034,low
25791,7-730536,low
25792,7-730540,low
25793,7-730541,high
25794,7-730545,medium
25795,7-730549,low
25796,7-73067,high
25797,7-731519,low
25798,7-731547,medium
25799,7-731549,medium
25800,7-732517,low
25801,7-732525,high
25802,7-732533,low
25803,7-732538,medium
25804,7-732545,medium
25805,7-732550,medium
25806,7-733502,medium
25807,7-733532,low
25808,7-733552,low
25809,7-733569,medium
25810,7-733574,low
25811,7-733581,medium
25812,7-734507,low
25813,7-734509,high
25814,7-734536,medium
25815,7-734543,low
25816,7-734555,high
25817,7-734558,low
25818,7-734563,low
25819,7-734574,medium
25820,7-735544,low
25821,7-735545,high
25822,7-736507,medium
25823,7-736522,low
25824,7-737530,medium
25825,7-737536,high
25826,7-737542,low
25827,7-737564,medium
25828,7-737565,medium
25829,7-738523,low
25830,7-738527,high
25831,7-739510,low
25832,7-739517,medium
25833,7-739526,low
25834,7-739535,low
25835,7-74001,high
25836,7-74003,low
25837,7-74023,high
25838,7-74028,high
25839,7-74036,high
25840,7-74047,low
25841,7-74050,high
25842,7-740506,low
25843,7-740522,high
25844,7-740532,low
25845,7-74063,high
25846,7-74071,high
25847,7-74100,high
25848,7-741505,low
25849,7-741518,medium
25850,7-741531,low
25851,7-742516,high
25852,7-742542,medium
25853,7-742565,high
25854,7-743505,low
25855,7-743507,low
25856,7-743512,low
25857,7-743533,low
25858,7-743534,low
25859,7-743535,low
25860,7-745506,high
25861,7-745511,low
25862,7-745517,low
25863,7-746504,medium
25864,7-746517,low
25865,7-746524,high
25866,7-747507,high
25867,7-747527,medium
25868,7-748514,high
25869,7-748525,high
25870,7-749507,low
25871,7-749511,medium
25872,7-749528,low
25873,7-749530,high
25874,7-749532,low
25875,7-749533,low
25876,7-75051,medium
25877,7-750513,medium
25878,7-750520,high
25879,7-750522,low
25880,7-750524,low
25881,7-750532,low
25882,7-75090,high
25883,7-75098,low
25884,7-75107,medium
25885,7-75118,medium
25886,7-75133,high
25887,7-751524,low
25888,7-751578,low
25889,7-753513,low
25890,7-753528,low
25891,7-753534,high
25892,7-753536,high
25893,7-754514,high
25894,7-754516,low
25895,7-754529,high
25896,7-754539,medium
25897,7-755506,high
25898,7-755557,low
25899,7-755587,low
25900,7-756501,low
25901,7-756526,low
25902,7-756539,high
25903,7-756540,high
25904,7-756554,high
25905,7-756556,high
25906,7-756557,low
25907,7-756562,high
25908,7-757524,medium
25909,7-757531,low
25910,7-757541,low
25911,7-757543,medium
25912,7-758516,high
25913,7-758521,high
25914,7-758527,low
25915,7-758535,low
25916,7-758545,medium
25917,7-759519,medium
25918,7-759520,low
25919,7-759537,low
25920,7-759558,high
25921,7-76018,low
25922,7-76032,low
25923,7-76039,low
25924,7-76043,low
25925,7-76049,low
25926,7-760505,low
25927,7-760508,low
25928,7-760513,high
25929,7-760517,medium
25930,7-760521,medium
25931,7-760536,medium
25932,7-760545,high
25933,7-761502,medium
25934,7-761508,low
25935,7-761517,low
25936,7-761531,medium
25937,7-761553,medium
25938,7-761555,high
25939,7-762511,low
25940,7-762541,low
25941,7-762554,high
25942,7-763501,medium
25943,7-763512,medium
25944,7-763516,low
25945,7-763524,low
25946,7-764507,medium
25947,7-764514,low
25948,7-764515,low
25949,7-764525,high
25950,7-764544,high
25951,7-765512,high
25952,7-765537,low
25953,7-766509,medium
25954,7-766525,medium
25955,7-766529,medium
25956,7-766535,low
25957,7-766539,low
25958,7-766541,medium
25959,7-767503,high
25960,7-767516,low
25961,7-767520,low
25962,7-767521,low
25963,7-767544,low
25964,7-768513,low
25965,7-768518,medium
25966,7-768524,low
25967,7-768530,high
25968,7-768533,high
25969,7-768536,low
25970,7-769514,low
25971,7-769518,high
25972,7-769531,high
25973,7-769534,medium
25974,7-769535,low
25975,7-770502,low
25976,7-770507,low
25977,7-770540,low
25978,7-770546,low
25979,7-770551,low
25980,7-770559,low
25981,7-770561,low
25982,7-770563,low
25983,7-771507,low
25984,7-771522,low
25985,7-771523,low
25986,7-771524,high
25987,7-771533,low
25988,7-771554,low
25989,7-771564,low
25990,7-772509,low
25991,7-772513,medium
25992,7-772518,low
25993,7-772546,medium
25994,7-773509,high
25995,7-773512,low
25996,7-773527,low
25997,7-773532,low
25998,7-773538,low
25999,7-773539,medium
26000,7-773553,medium
26001,7-774506,low
26002,7-774510,high
26003,7-774515,low
26004,7-774527,medium
26005,7-774536,high
26006,7-774538,low
26007,7-774544,high
26008,7-774551,medium
26009,7-775523,medium
26010,7-775527,high
26011,7-775530,low
26012,7-775536,low
26013,7-775543,low
26014,7-775544,low
26015,7-775546,low
26016,7-775557,high
26017,7-776524,low
26018,7-776528,low
26019,7-776533,medium
26020,7-776541,low
26021,7-776548,low
26022,7-776571,low
26023,7-776574,low
26024,7-776582,high
26025,7-777502,low
26026,7-777504,medium
26027,7-777507,low
26028,7-777533,low
26029,7-777535,low
26030,7-777539,low
26031,7-777545,medium
26032,7-777547,low
26033,7-778517,medium
26034,7-778522,low
26035,7-778547,high
26036,7-778550,medium
26037,7-778560,low
26038,7-779517,medium
26039,7-779524,low
26040,7-779535,low
26041,7-779540,high
26042,7-779541,medium
26043,7-779543,high
26044,7-779548,high
26045,7-779555,high
26046,7-779557,high
26047,7-779581,medium
26048,7-779592,high
26049,7-779600,medium
26050,7-78007,high
26051,7-78014,medium
26052,7-78041,low
26053,7-780502,high
26054,7-780503,medium
26055,7-78053,low
26056,7-78056,high
26057,7-78058,high
26058,7-78073,high
26059,7-781507,medium
26060,7-781513,medium
26061,7-782524,high
26062,7-783513,medium
26063,7-783515,medium
26064,7-783539,high
26065,7-784512,medium
26066,7-784517,high
26067,7-784521,low
26068,7-784522,medium
26069,7-785509,medium
26070,7-785511,low
26071,7-785520,low
26072,7-785522,high
26073,7-785536,medium
26074,7-785539,low
26075,7-786505,high
26076,7-786528,low
26077,7-786590,medium
26078,7-787524,high
26079,7-787528,low
26080,7-787536,high
26081,7-787541,high
26082,7-787544,low
26083,7-787552,high
26084,7-787554,low
26085,7-788518,low
26086,7-788539,high
26087,7-788540,medium
26088,7-788545,low
26089,7-789501,high
26090,7-789510,medium
26091,7-789515,low
26092,7-789518,high
26093,7-789527,medium
26094,7-789543,medium
26095,7-789570,medium
26096,7-789585,low
26097,7-789586,high
26098,7-790513,low
26099,7-790519,low
26100,7-790524,high
26101,7-790527,medium
26102,7-790534,medium
26103,7-790542,high
26104,7-790572,low
26105,7-790584,high
26106,7-790588,high
26107,7-791521,medium
26108,7-791527,high
26109,7-791536,high
26110,7-791555,high
26111,7-791568,medium
26112,7-791613,medium
26113,7-791615,high
26114,7-791620,high
26115,7-791645,high
26116,7-791659,high
26117,7-791664,high
26118,7-791665,medium
26119,7-791676,high
26120,7-791706,high
26121,7-791709,medium
26122,7-791725,high
26123,7-791742,medium
26124,7-791744,high
26125,7-792501,low
26126,7-792504,low
26127,7-793504,low
26128,7-793517,low
26129,7-793521,medium
26130,7-794517,high
26131,7-794518,low
26132,7-794522,low
26133,7-794523,low
26134,7-794524,high
26135,7-794525,high
26136,7-795520,high
26137,7-795525,low
26138,7-795536,low
26139,7-796514,high
26140,7-796522,medium
26141,7-796532,high
26142,7-796537,high
26143,7-796542,low
26144,7-797508,medium
26145,7-797526,low
26146,7-797528,high
26147,7-797534,low
26148,7-798506,high
26149,7-798522,medium
26150,7-798552,low
26151,7-798553,high
26152,7-799519,low
26153,7-799524,medium
26154,7-799525,low
26155,7-799528,high
26156,7-799544,high
26157,7-799546,high
26158,7-799548,medium
26159,7-799552,high
26160,7-799581,low
26161,7-80001,high
26162,7-80012,medium
26163,7-80057,medium
26164,7-8043,low
26165,7-8045,low
26166,7-8087,low
26167,7-8090,high
26168,7-81002,low
26169,7-81010,low
26170,7-81034,high
26171,7-81045,low
26172,7-81046,medium
26173,7-81047,high
26174,7-81048,high
26175,7-81051,medium
26176,7-8110,high
26177,7-8113,medium
26178,7-8121,low
26179,7-8123,high
26180,7-8126,medium
26181,7-8135,medium
26182,7-83009,high
26183,7-83015,medium
26184,7-83030,low
26185,7-83031,high
26186,7-83036,high
26187,7-83048,low
26188,7-86001,low
26189,7-86009,high
26190,7-86010,low
26191,7-86015,low
26192,7-87034,medium
26193,7-87057,high
26194,7-87060,high
26195,7-87063,high
26196,7-88003,medium
26197,7-88017,medium
26198,7-88018,low
26199,7-88029,medium
26200,7-88037,medium
26201,7-88044,medium
26202,7-88047,medium
26203,7-88084,low
26204,7-88100,medium
26205,7-88104,medium
26206,7-88108,high
26207,7-88118,high
26208,7-88122,low
26209,7-88133,low
26210,7-88136,medium
26211,7-89030,low
26212,7-89036,high
26213,7-89071,high
26214,7-89073,low
26215,7-89074,low
26216,7-9006,low
26217,7-9026,low
26218,7-9041,high
26219,7-9046,high
26220,7-9048,medium
26221,7-91010,medium
26222,7-91012,low
26223,7-91016,high
26224,7-91021,low
26225,7-91037,low
26226,7-93001,high
26227,7-93006,low
26228,7-93008,high
26229,7-93029,high
26230,7-93036,low
26231,7-93044,high
26232,7-93048,low
26233,7-94009,low
26234,7-94038,low
26235,7-94041,high
26236,7-94043,high
26237,7-96003,high
26238,7-96009,high
26239,7-96022,medium
26240,7-96061,medium
26241,7-96067,low
26242,7-96075,high
26243,7-97008,low
26244,7-97031,medium
26245,7-97038,medium
26246,7-97043,high
26247,7-98122,high
26248,7-98127,low
26249,7-99039,medium
26250,7-99040,low
26251,7-99041,medium
26252,7-99044,low
26253,7-99056,medium
26254,8-101007,high
26255,8-101032,high
26256,8-101048,high
26257,8-101071,low
26258,8-101087,high
26259,8-101105,medium
26260,8-101107,low
26261,8-101110,medium
26262,8-101119,high
26263,8-101120,low
26264,8-101121,medium
26265,8-101122,high
26266,8-16025,medium
26267,8-16058,low
26268,8-16084,low
26269,8-16101,low
26270,8-16139,high
26271,8-16143,low
26272,8-16166,high
26273,8-166063,high
26274,8-166064,high
26275,8-166078,low
26276,8-166083,low
26277,8-166088,high
26278,8-166091,low
26279,8-166093,high
26280,8-166097,low
26281,8-166099,low
26282,8-166100,high
26283,8-166101,high
26284,8-167002,high
26285,8-167003,high
26286,8-167005,high
26287,8-167076,high
26288,8-167092,medium
26289,8-167281,low
26290,8-167299,high
26291,8-167301,high
26292,8-167349,medium
26293,8-185008,medium
26294,8-185016,high
26295,8-185018,medium
26296,8-185040,medium
26297,8-185073,medium
26298,8-185076,medium
26299,8-185132,high
26300,8-202006,high
26301,8-202022,low
26302,8-202045,low
26303,8-202053,medium
26304,8-202125,medium
26305,8-202135,medium
26306,8-202160,high
26307,8-202162,high
26308,8-202166,high
26309,8-205009,low
26310,8-205014,low
26311,8-205040,low
26312,8-205055,low
26313,8-205056,low
26314,8-205057,low
26315,8-205060,high
26316,8-206024,low
26317,8-206026,high
26318,8-206037,medium
26319,8-206039,high
26320,8-206041,low
26321,8-206043,medium
26322,8-207002,high
26323,8-207022,low
26324,8-207048,low
26325,8-207055,medium
26326,8-220061,medium
26327,8-220064,medium
26328,8-220068,medium
26329,8-220071,high
26330,8-234015,high
26331,8-234023,high
26332,8-234024,low
26333,8-234080,low
26334,8-234082,medium
26335,8-234084,low
26336,8-234092,high
26337,8-278012,medium
26338,8-278013,low
26339,8-278036,medium
26340,8-278048,high
26341,8-278057,medium
26342,8-278058,medium
26343,8-279014,high
26344,8-279023,medium
26345,8-279031,medium
